225,1,846476304,2016-10-28 05:18:24,2023-06-15 13:29:23.448132,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.8991544491289 31.4631329872213,79.9080994055109 30.6836784873981,77.5770026964235 30.6431596409912))
226,1,847257156,2016-11-06 05:12:36,2023-06-15 13:29:52.891685,admin,POLYGON((78.6552646196479 29.2246677277341,78.6041691796747 31.3485860096829,81.0330723617431 31.370957506859,81.0323662370873 29.2452216116379,78.6552646196479 29.2246677277341))
227,1,846651986,2016-10-30 05:06:26,2023-06-15 13:30:03.498552,admin,POLYGON((80.1919880753874 29.2454918962968,80.1745023296119 31.3547721403144,81.0349602057987 31.3574229360673,81.0342195773515 29.2479288409632,80.1919880753874 29.2454918962968))
228,1,845871180,2016-10-21 05:13:00,2023-06-15 13:31:16.146049,admin,POLYGON((78.2741784678748 28.6989396649932,78.2417865465939 29.9100394517359,80.6378002421237 29.9384022946697,80.6420601970835 28.725938083548,78.2741784678748 28.6989396649932))
229,1,845871133,2016-10-21 05:12:13,2023-06-15 13:31:37.313246,admin,POLYGON((79.0125805609434 30.6622380041128,78.9960852493166 31.4521843310525,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0125805609434 30.6622380041128))
230,1,846476328,2016-10-28 05:18:48,2023-06-15 13:33:58.02035,admin,POLYGON((77.6255502238432 29.2161698480943,77.5513754998381 31.3570503100687,79.4803208869475 31.3944360810458,79.513068566255 29.2504944660558,77.6255502238432 29.2161698480943))
231,1,845871157,2016-10-21 05:12:37,2023-06-15 13:34:33.533362,admin,POLYGON((78.6521804355243 29.2246136066804,78.6010179417567 31.34852710369,81.0330723617431 31.370957506859,81.0323662370873 29.2452216116379,78.6521804355243 29.2246136066804))
232,1,845093902,2016-10-12 05:18:22,2023-06-15 13:34:40.653349,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9054689733177 31.4631871175853,79.914362645563 30.6837309857545,77.5770026964235 30.6431596409912))
233,1,845265985,2016-10-14 05:06:25,2023-06-15 13:35:02.854494,admin,POLYGON((80.1950751762416 29.2455105155027,80.1776797724059 31.3520858543599,81.0349592043188 31.3547161188757,81.0342195773515 29.2479288409632,80.1950751762416 29.2455105155027))
234,1,844488728,2016-10-05 05:12:08,2023-06-15 13:35:11.702564,admin,POLYGON((79.0282286766546 30.6624764530705,79.0118630337294 31.4524302962968,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0282286766546 30.6624764530705))
235,1,843883579,2016-09-28 05:06:19,2023-06-15 13:37:21.522835,admin,POLYGON((80.2135978419571 29.2456207343193,80.1966026303866 31.3522057323748,81.0349592043188 31.3547161188757,81.0342195773515 29.2479288409632,80.2135978419571 29.2456207343193))
236,1,845093926,2016-10-12 05:18:46,2023-06-15 13:38:50.026774,admin,POLYGON((77.6255502238432 29.2161698480943,77.5513754998381 31.3570503100687,79.4866297533207 31.3945107156448,79.5192416050745 29.2505629874584,77.6255502238432 29.2161698480943))
237,1,843711497,2016-09-26 05:18:17,2023-06-15 13:39:04.443902,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9212553578001 31.4633210816865,79.9300208172407 30.6838609108872,77.5770026964235 30.6431596409912))
238,1,843106326,2016-09-19 05:12:06,2023-06-15 13:39:23.588554,admin,POLYGON((79.0313583221572 30.6625239169644,79.0150186137521 31.4524792563319,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0313583221572 30.6625239169644))
239,1,844488752,2016-10-05 05:12:32,2023-06-15 13:40:33.245312,admin,POLYGON((78.6676014404811 29.224883501819,78.6167742236276 31.3488208607967,81.034965215224 31.3709570048745,81.0342186764635 29.2452211504464,78.6676014404811 29.224883501819))
240,1,843106374,2016-09-19 05:12:54,2023-06-15 13:41:07.798641,admin,POLYGON((78.2895172805512 28.699248001903,78.257307080399 29.9103633669358,80.6564513509634 29.9384522245184,80.6604919544781 28.725985610845,78.2895172805512 28.699248001903))
241,1,843711521,2016-09-26 05:18:41,2023-06-15 13:43:23.360155,admin,POLYGON((77.6255502238432 29.2161698480943,77.5514742296891 31.3543484113148,79.5024449799365 31.3919900706734,79.5346742953977 29.2507330447231,77.6255502238432 29.2161698480943))
242,1,842501179,2016-09-12 05:06:19,2023-06-15 13:44:09.722437,admin,POLYGON((80.2043364961824 29.2455659455737,80.1871411872724 31.3521461421289,81.0349592043188 31.3547161188757,81.0342195773515 29.2479288409632,80.2043364961824 29.2455659455737))
243,1,842329096,2016-09-10 05:18:16,2023-06-15 13:44:09.737167,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.911783514472 31.4632409366802,79.9206259020161 30.6837831822247,77.5770026964235 30.6431596409912))
244,1,841723972,2016-09-03 05:12:52,2023-06-15 13:46:05.358368,admin,POLYGON((78.2895172805512 28.699248001903,78.2573812271202 29.9076590593245,80.653352215317 29.935736726731,80.6574199918354 28.7259778640698,78.2895172805512 28.699248001903))
245,1,843106350,2016-09-19 05:12:30,2023-06-15 13:46:19.073123,admin,POLYGON((78.6676014404811 29.224883501819,78.6167742236276 31.3488208607967,81.034965215224 31.3709570048745,81.0342186764635 29.2452211504464,78.6676014404811 29.224883501819))
246,1,841723924,2016-09-03 05:12:04,2023-06-15 13:47:09.193562,admin,POLYGON((79.0282286766546 30.6624764530705,79.0118630337294 31.4524302962968,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0282286766546 30.6624764530705))
247,1,840946691,2016-08-25 05:18:11,2023-06-15 13:48:56.91649,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9180980724942 31.463294444503,79.9268891747756 30.6838350768059,77.5770026964235 30.6431596409912))
248,1,842329120,2016-09-10 05:18:40,2023-06-15 13:49:02.015161,admin,POLYGON((77.6255502238432 29.2161698480943,77.5513754998381 31.3570503100687,79.4929386430929 31.394585039986,79.5254146652584 29.2506312240075,77.6255502238432 29.2161698480943))
249,1,841118774,2016-08-27 05:06:14,2023-06-15 13:50:13.458641,admin,POLYGON((80.2074236085851 29.2455842797476,80.1902718059019 31.3548726305547,81.0349602057987 31.3574229360673,81.0342195773515 29.2479288409632,80.2074236085851 29.2455842797476))
250,1,841723948,2016-09-03 05:12:28,2023-06-15 13:50:53.083609,admin,POLYGON((78.6676014404811 29.224883501819,78.6167742236276 31.3488208607967,81.034965215224 31.3709570048745,81.0342186764635 29.2452211504464,78.6676014404811 29.224883501819))
251,1,840341565,2016-08-18 05:12:45,2023-06-15 13:51:32.208433,admin,POLYGON((78.2987206834521 28.6994321709095,78.2666934175896 29.9078525122372,80.6626775307516 29.9357609193367,80.6666358833685 28.7260008950656,78.2987206834521 28.6994321709095))
252,1,840341517,2016-08-18 05:11:57,2023-06-15 13:51:48.455396,admin,POLYGON((79.0376176354285 30.6626186188496,79.0213297968401 31.4525769433831,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0376176354285 30.6626186188496))
253,1,839564285,2016-08-09 05:18:05,2023-06-15 13:53:43.710905,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9275699409406 31.4633741225958,79.9362841142826 30.6839123526296,77.5770026964235 30.6431596409912))
254,1,840946715,2016-08-25 05:18:35,2023-06-15 13:54:14.731393,admin,POLYGON((77.6255502238432 29.2161698480943,77.5514742296891 31.3543484113148,79.4992906050949 31.3919531838804,79.5315877467176 29.2506991756996,77.6255502238432 29.2161698480943))
255,1,839736367,2016-08-11 05:06:07,2023-06-15 13:54:58.081277,admin,POLYGON((80.2228592132649 29.2456748817331,80.2060413603624 31.3549711830192,81.0349602057987 31.3574229360673,81.0342195773515 29.2479288409632,80.2228592132649 29.2456748817331))
256,1,838959113,2016-08-02 05:11:53,2023-06-15 13:57:03.657452,admin,POLYGON((79.0376176354285 30.6626186188496,79.0213297968401 31.4525769433831,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0376176354285 30.6626186188496))
257,1,838959161,2016-08-02 05:12:41,2023-06-15 13:57:22.78627,admin,POLYGON((78.2956528729025 28.6993708506708,78.2635153646335 29.9104924224923,80.6626683975012 29.9384682813719,80.6666358833685 28.7260008950656,78.2956528729025 28.6993708506708))
258,1,840341541,2016-08-18 05:12:21,2023-06-15 13:57:29.028039,admin,POLYGON((78.6768541443517 29.2250445867264,78.6262281031482 31.3489961876091,81.034965215224 31.3709570048745,81.0342186764635 29.2452211504464,78.6768541443517 29.2250445867264))
259,1,838181882,2016-07-24 05:18:02,2023-06-15 13:59:19.90282,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9149407913807 31.4632677295007,79.9237575363634 30.6838091672516,77.5770026964235 30.6431596409912))
260,1,838353965,2016-07-26 05:06:05,2023-06-15 13:59:34.14281,admin,POLYGON((80.2074236085851 29.2455842797476,80.1902718059019 31.3548726305547,81.0349602057987 31.3574229360673,81.0342195773515 29.2479288409632,80.2074236085851 29.2455842797476))
261,1,839564308,2016-08-09 05:18:28,2023-06-15 14:00:20.353612,admin,POLYGON((77.6255502238432 29.2161698480943,77.5514742296891 31.3543484113148,79.508753746972 31.3920636115827,79.5408474086034 29.2508005691229,77.6255502238432 29.2161698480943))
262,1,837576758,2016-07-17 05:12:38,2023-06-15 14:01:28.755339,admin,POLYGON((78.2864494987712 28.6991864733755,78.2542029534117 29.9102987297579,80.6533428295891 29.9384440861359,80.6574199918354 28.7259778640698,78.2864494987712 28.6991864733755))
263,1,838959137,2016-08-02 05:12:17,2023-06-15 14:01:31.811675,admin,POLYGON((78.6737699013459 29.2249909627736,78.623076800803 31.3489378226278,81.034965215224 31.3709570048745,81.0342186764635 29.2452211504464,78.6737699013459 29.2249909627736))
264,1,837576710,2016-07-17 05:11:50,2023-06-15 14:02:39.827995,admin,POLYGON((79.0282286766546 30.6624764530705,79.0118630337294 31.4524302962968,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0282286766546 30.6624764530705))
265,1,838181906,2016-07-24 05:18:26,2023-06-15 14:04:24.275129,admin,POLYGON((77.6255502238432 29.2161698480943,77.5514742296891 31.3543484113148,79.4961362360536 31.391916219529,79.5285012033341 29.2506652354609,77.6255502238432 29.2161698480943))
266,1,836799477,2016-07-08 05:17:57,2023-06-15 14:04:52.842649,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9149407913807 31.4632677295007,79.9237575363634 30.6838091672516,77.5770026964235 30.6431596409912))
267,1,836194303,2016-07-01 05:11:43,2023-06-15 14:06:13.281008,admin,POLYGON((79.0313583221572 30.6625239169644,79.0150186137521 31.4524792563319,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0313583221572 30.6625239169644))
268,1,836971560,2016-07-10 05:06:00,2023-06-15 14:06:30.990652,admin,POLYGON((80.2043364961824 29.2455659455737,80.1871411872724 31.3521461421289,81.0349592043188 31.3547161188757,81.0342195773515 29.2479288409632,80.2043364961824 29.2455659455737))
269,1,837576734,2016-07-17 05:12:14,2023-06-15 14:06:46.88208,admin,POLYGON((78.6645172226441 29.2248296648187,78.6136229488214 31.3487622639485,81.034965215224 31.3709570048745,81.0342186764635 29.2452211504464,78.6645172226441 29.2248296648187))
270,1,835417068,2016-06-22 05:17:48,2023-06-15 14:09:48.304022,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9244126472863 31.4633476410508,79.9331524637469 30.6838866694952,77.5770026964235 30.6431596409912))
271,1,835589152,2016-06-24 05:05:52,2023-06-15 14:10:35.711904,admin,POLYGON((80.2135978419571 29.2456207343193,80.1965796183908 31.3549122840755,81.0349602057987 31.3574229360673,81.0342195773515 29.2479288409632,80.2135978419571 29.2456207343193))
272,1,836799501,2016-07-08 05:18:21,2023-06-15 14:10:52.703062,admin,POLYGON((77.6255502238432 29.2161698480943,77.5514742296891 31.3543484113148,79.4961362360536 31.391916219529,79.5285012033341 29.2506652354609,77.6255502238432 29.2161698480943))
273,1,834811894,2016-06-15 05:11:34,2023-06-15 14:11:03.074339,admin,POLYGON((79.0407473031737 30.6626658568395,79.0244853998811 31.4526256703979,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0407473031737 30.6626658568395))
274,1,836194327,2016-07-01 05:12:07,2023-06-15 14:12:08.565892,admin,POLYGON((78.67074691553 29.2222318134634,78.6199255076255 31.3488793803567,81.034965215224 31.3709570048745,81.034217775699 29.2425134588324,78.67074691553 29.2222318134634))
275,1,834206746,2016-06-08 05:05:46,2023-06-15 14:14:24.490503,admin,POLYGON((80.2074236085851 29.2455842797476,80.1902718059019 31.3548726305547,81.0349602057987 31.3574229360673,81.0342195773515 29.2479288409632,80.2074236085851 29.2455842797476))
276,1,834034664,2016-06-06 05:17:44,2023-06-15 14:15:14.868819,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9149407913807 31.4632677295007,79.9237575363634 30.6838091672516,77.5770026964235 30.6431596409912))
277,1,833429491,2016-05-30 05:11:31,2023-06-15 14:16:19.836272,admin,POLYGON((79.0219694079744 30.6623812993831,79.0055518967876 31.4523321432108,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0219694079744 30.6623812993831))
278,1,835417092,2016-06-22 05:18:12,2023-06-15 14:16:29.031523,admin,POLYGON((77.6255502238432 29.2161698480943,77.5514742296891 31.3543484113148,79.5055993605662 31.3920268799077,79.5377608493634 29.250766842531,77.6255502238432 29.2161698480943))
279,1,833429539,2016-05-30 05:12:19,2023-06-15 14:16:30.95227,admin,POLYGON((78.2833817266028 28.6991248754199,78.2510988365262 29.9102340196481,80.6471257906875 29.9384275894598,80.6512760702096 28.7259621611898,78.2833817266028 28.6991248754199))
280,1,834811918,2016-06-15 05:11:58,2023-06-15 14:16:40.592625,admin,POLYGON((78.6799994017708 29.2223926675808,78.6294472826745 31.3463499788829,81.0349642130688 31.3682501934,81.034217775699 29.2425134588324,78.6799994017708 29.2223926675808))
281,1,833429515,2016-05-30 05:11:55,2023-06-15 14:18:30.948713,admin,POLYGON((78.6614330132189 29.224775756804,78.6104716832192 31.3487035898129,81.034965215224 31.3709570048745,81.0342186764635 29.2452211504464,78.6614330132189 29.224775756804))
282,1,832652259,2016-05-21 05:17:39,2023-06-15 14:20:47.339036,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9054689733177 31.4631871175853,79.914362645563 30.6837309857545,77.5770026964235 30.6431596409912))
283,1,834034688,2016-06-06 05:18:08,2023-06-15 14:21:03.141617,admin,POLYGON((77.6255502238432 29.2161698480943,77.5513754998381 31.3570503100687,79.4960930967232 31.3946220858086,79.5285012033341 29.2506652354609,77.6255502238432 29.2161698480943))
284,1,832824342,2016-05-23 05:05:42,2023-06-15 14:21:05.502888,admin,POLYGON((80.1981622799996 29.245529063451,80.18081011065 31.3548125689415,81.0349602057987 31.3574229360673,81.0342195773515 29.2479288409632,80.1981622799996 29.245529063451))
285,1,832047132,2016-05-14 05:12:12,2023-06-15 14:22:32.56959,admin,POLYGON((78.2803139640567 28.6990632080372,78.2479947297538 29.9101692366073,80.6471257906875 29.9384275894598,80.6512760702096 28.7259621611898,78.2803139640567 28.6990632080372))
286,1,832047084,2016-05-14 05:11:24,2023-06-15 14:23:43.50783,admin,POLYGON((79.0219694079744 30.6623812993831,79.0055518967876 31.4523321432108,81.0350011815037 31.4678601019302,81.0347128356341 30.6774346757413,79.0219694079744 30.6623812993831))
287,1,832047108,2016-05-14 05:11:48,2023-06-15 14:25:10.114023,admin,POLYGON((78.6583488122165 29.2247217777755,78.6073204268329 31.3486448383908,81.034965215224 31.3709570048745,81.0342186764635 29.2452211504464,78.6583488122165 29.2247217777755))
288,1,832652283,2016-05-21 05:18:03,2023-06-15 14:26:38.431501,admin,POLYGON((77.6255502238432 29.2161698480943,77.5513754998381 31.3570503100687,79.4866297533207 31.3945107156448,79.5192416050745 29.2505629874584,77.6255502238432 29.2161698480943))
289,1,831269860,2016-05-05 05:17:40,2023-06-15 14:28:18.50006,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.8707393028511 31.4628855487065,79.8799150307736 30.6834385090272,77.5770026964235 30.6431596409912))
290,1,831441940,2016-05-07 05:05:40,2023-06-15 14:29:22.353326,admin,POLYGON((80.1703784516502 29.2453595666616,80.1524251970299 31.3546281985792,81.0349602057987 31.3574229360673,81.0342195773515 29.2479288409632,80.1703784516502 29.2453595666616))
291,1,830664686,2016-04-28 05:11:26,2023-06-15 14:30:35.529116,admin,POLYGON((78.9812286349955 30.6644608811953,78.9645302638679 31.4516865754873,81.0350011815037 31.4678601019302,81.0347138038242 30.680141777234,78.9812286349955 30.6644608811953))
292,1,830664733,2016-04-28 05:12:13,2023-06-15 14:31:32.27292,admin,POLYGON((78.2435015679829 28.6983177844137,78.210746241446 29.9093861518066,80.6067151688058 29.9383132140147,80.6113407042492 28.7258532893189,78.2435015679829 28.6983177844137))
293,1,831269883,2016-05-05 05:18:03,2023-06-15 14:33:06.933764,admin,POLYGON((77.6255502238432 29.2161698480943,77.5513754998381 31.3570503100687,79.4519312804421 31.3940963860174,79.4852901583362 29.2501825947787,77.6255502238432 29.2161698480943))
294,1,829887456,2016-04-19 05:17:36,2023-06-15 14:34:00.416255,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.8896826948702 31.4630512080521,79.8987045763915 30.6835991738328,77.5770026964235 30.6431596409912))
295,1,830059537,2016-04-21 05:05:37,2023-06-15 14:34:37.129918,admin,POLYGON((80.1827267903591 29.2454356111355,80.1650645970927 31.3520043856445,81.0349592043188 31.3547161188757,81.0342195773515 29.2479288409632,80.1827267903591 29.2454356111355))
296,1,830664710,2016-04-28 05:11:50,2023-06-15 14:35:19.807353,admin,POLYGON((78.6182549706957 29.2240135884815,78.566354937974 31.3478740371862,80.9983700424699 31.3709617598918,80.998404843536 29.2452255190542,78.6182549706957 29.2240135884815))
297,1,829282336,2016-04-12 05:12:16,2023-06-15 14:35:34.513715,admin,POLYGON((78.268043010312 28.69881584425,78.2355784040229 29.9099093751505,80.6315832164075 29.9383850649603,80.6359162880016 28.7259216829066,78.268043010312 28.69881584425))
298,1,829282288,2016-04-12 05:11:28,2023-06-15 14:37:38.584109,admin,POLYGON((79.0062658054 30.6648475610345,78.9897741897726 31.4520854012685,81.0350011815037 31.4678601019302,81.0347138038242 30.680141777234,79.0062658054 30.6648475610345))
299,1,829282312,2016-04-12 05:11:52,2023-06-15 14:38:55.778857,admin,POLYGON((78.6460120926561 29.2245051515389,78.594784351786 31.3457046316385,81.023607417058 31.3682527860662,81.0231040396235 29.2452235326753,78.6460120926561 29.2245051515389))
300,1,828505062,2016-04-03 05:17:42,2023-06-15 14:39:05.560106,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.9023117090965 31.4631600913118,79.9112310234809 30.6837047743119,77.5770026964235 30.6431596409912))
301,1,829887480,2016-04-19 05:18:00,2023-06-15 14:39:30.895755,admin,POLYGON((77.6255502238432 29.2161698480943,77.5513754998381 31.3570503100687,79.4708576314739 31.3943235474226,79.5038090482786 29.2503911498594,77.6255502238432 29.2161698480943))
302,1,828677143,2016-04-05 05:05:43,2023-06-15 14:40:21.229761,admin,POLYGON((80.1919880753874 29.2454918962968,80.1745259737844 31.352065603433,81.0349592043188 31.3547161188757,81.0342195773515 29.2479288409632,80.1919880753874 29.2454918962968))
303,1,827899895,2016-03-27 05:11:35,2023-06-15 14:40:48.518731,admin,POLYGON((79.0156548687227 30.6649913234816,78.9992407907318 31.4522336794417,81.0350011815037 31.4678601019302,81.0347138038242 30.680141777234,79.0156548687227 30.6649913234816))
304,1,827899918,2016-03-27 05:11:58,2023-06-15 14:42:30.385935,admin,POLYGON((78.6552646196479 29.2246677277341,78.6041691796747 31.3485860096829,81.0330723617431 31.370957506859,81.0323662370873 29.2452216116379,78.6552646196479 29.2246677277341))
305,1,827298352,2016-03-20 05:05:52,2023-06-15 14:43:47.365661,admin,POLYGON((80.1889009774482 29.2454732058334,80.1713721783503 31.3520452750046,81.0349592043188 31.3547161188757,81.0342195773515 29.2479288409632,80.1889009774482 29.2454732058334))
306,1,828505085,2016-04-03 05:18:05,2023-06-15 14:43:51.67263,admin,POLYGON((77.6255502238432 29.2161698480943,77.5514742296891 31.3543484113148,79.4835188181359 31.391767586551,79.5161550829887 29.2505287623636,77.6255502238432 29.2161698480943))
307,1,826521104,2016-03-11 05:11:44,2023-06-15 14:45:01.006174,admin,POLYGON((79.0062658054 30.6648475610345,78.9897741897726 31.4520854012685,81.0350011815037 31.4678601019302,81.0347138038242 30.680141777234,79.0062658054 30.6648475610345))
308,1,827126271,2016-03-18 05:17:51,2023-06-15 14:45:01.07753,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.8928399420036 31.4630785455911,79.9018361819544 30.6836256871582,77.5770026964235 30.6431596409912))
309,1,826521151,2016-03-11 05:12:31,2023-06-15 14:45:50.963867,admin,POLYGON((78.268043010312 28.69881584425,78.2355784040229 29.9099093751505,80.634691728592 29.9383937164665,80.6389882419017 28.7259299181152,78.268043010312 28.69881584425))
310,1,827126295,2016-03-18 05:18:15,2023-06-15 14:48:29.767584,admin,POLYGON((77.6255502238432 29.2161698480943,77.5513754998381 31.3570503100687,79.4740120440707 31.3943611361929,79.5068955488889 29.2504256598033,77.6255502238432 29.2161698480943))
311,1,826521127,2016-03-11 05:12:07,2023-06-15 14:48:38.768438,admin,POLYGON((78.6460120926561 29.2245051515389,78.5947154936897 31.3484090598524,81.0267628498227 31.370958978416,81.0261914388763 29.245222963611,78.6460120926561 29.2245051515389))
312,1,825743876,2016-03-02 05:17:56,2023-06-15 14:50:56.410815,admin,POLYGON((77.5770026964235 30.6431596409912,77.5490218043873 31.4213550814966,79.8991544491289 31.4631329872213,79.9080994055109 30.6836784873981,77.5770026964235 30.6431596409912))
