130676,1049,2,8,870410314,182,104,LISS3/8/182/104/870410314.tif,2023-06-19 07:58:31.733112,admin,174128492629297549741606696,096049
130677,1049,2,8,870410314,183,104,LISS3/8/183/104/870410314.tif,2023-06-19 07:58:31.806648,admin,174128492629297549741606700,096049
130678,1049,2,8,870410314,184,104,LISS3/8/184/104/870410314.tif,2023-06-19 07:58:31.947389,admin,174128492629297549741608456,096049
130679,1049,2,8,870410314,182,105,LISS3/8/182/105/870410314.tif,2023-06-19 07:58:32.020802,admin,174128492629297549741606698,096049
130680,1049,2,8,870410314,183,105,LISS3/8/183/105/870410314.tif,2023-06-19 07:58:32.089358,admin,174128492629297549741606702,096049
130681,1049,2,8,870410314,184,105,LISS3/8/184/105/870410314.tif,2023-06-19 07:58:32.185795,admin,174128492629297549741608458,096049
130682,1049,2,9,870410314,365,208,LISS3/9/365/208/870410314.tif,2023-06-19 07:58:32.261195,admin,174128492629297549805497100,096049
130683,1049,2,9,870410314,366,208,LISS3/9/366/208/870410314.tif,2023-06-19 07:58:32.388363,admin,174128492629297549805497128,096049
130684,1049,2,9,870410314,367,208,LISS3/9/367/208/870410314.tif,2023-06-19 07:58:32.571918,admin,174128492629297549805497132,096049
130669,1049,2,4,870410314,11,6,LISS3/4/11/6/870410314.tif,2023-06-19 07:58:30.779099,admin,174128492629297549732481724,096049
130670,1049,2,5,870410314,22,13,LISS3/5/22/13/870410314.tif,2023-06-19 07:58:31.073648,admin,174128492629297549732497322,096049
130671,1049,2,5,870410314,23,13,LISS3/5/23/13/870410314.tif,2023-06-19 07:58:31.205777,admin,174128492629297549732497326,096049
130672,1049,2,6,870410314,45,26,LISS3/6/45/26/870410314.tif,2023-06-19 07:58:31.283728,admin,174128492629297549732622108,096049
130673,1049,2,6,870410314,46,26,LISS3/6/46/26/870410314.tif,2023-06-19 07:58:31.42235,admin,174128492629297549732622136,096049
130674,1049,2,7,870410314,91,52,LISS3/7/91/52/870410314.tif,2023-06-19 07:58:31.502585,admin,174128492629297549733620396,096049
130675,1049,2,7,870410314,92,52,LISS3/7/92/52/870410314.tif,2023-06-19 07:58:31.655265,admin,174128492629297549733620616,096049
130685,1049,2,9,870410314,368,208,LISS3/9/368/208/870410314.tif,2023-06-19 07:58:32.69692,admin,174128492629297549805511176,096049
